"KOD","BIRTOKTER","MEGYEKOD","MEGYENEV","BIRTOKNEV","Y1382","Y13820","NEV_1382","Y1439","Y14390","NEVE_1439","Y1498","Y14980","NEVE_1498","v82_39","v39_98","v_82_98","v1","v2","v3"
"AD12","12","AD","Arad m.","Püspöki","egyházi","püspök","csanádi","egyházi","püspök","csanádi püspök","egyházi","püspök","csanádi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR1","351.9","BAR","Baranya m.","Pécsvárad","egyházi","bencések","pécsváradi apát","egyházi","bencések","pécsváradi apát","egyházi","bencések","pécsváradi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR5","93.8","BAR","Baranya m.","Bükkösd","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM92","21.3","SM","Somogy m.","Szarvas","","","","","","","bárói","Bátori György","babócsai urad.","  >","  > bárói","  > bárói","1","2","2"
"AD7","12.4","AD","Arad m.","Ménes","nemesi","Bár-Kalán","Pósafi","nemesi","","Pósafi István","nemesi","","Ország Lorinc","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM83","32.8","SM","Somogy m.","Hedrehely","nemesi","Héder","Tamási","bárói","Tamási László és Henrik","","nemesi","","hedrehelyi urad.","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"VD8","60.6","VD","Varasd m.","Lobor","királyi","királyi honor","zagoriai ispán","bárói","Cillei Frigyes és Ulrik","","bárói","Corvin János","lobori urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BAR117","23.3","BAR","Baranya m.","Feked","egyházi","ciszterciek","cikádori apát","egyházi","ciszterciek","cikádori apát","egyházi","társaskáptalan","budavári prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"TO27","64.8","TO","Torontál m.","Báta","egyházi","bencések","bátai apát","egyházi","bencések","bátai apát","egyházi","bencések","bátai apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD6","7","AD","Arad m.","Almaszeg","","","","","","","nemesi","","Haraszti","  >","  > nemesi","  > nemesi","1","6","6"
"TO152","8.8","TO","Torontál m.","Csabrád","egyházi","johanniták","vránai perjel?","egyházi","johanniták","vránai perjel?","egyházi","johanniták","vránai perjel?","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"FH8","80.4","FH","Fehér m.","Váradja","nemesi","","Váradjai","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSD27","11.7","CSD","Csanád m.","Veresmart","nemesi","","Rupolújvári","nemesi","","Antimus","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ30","66.6","KÖ","Korös m.","Nagykemlék","királyi","királyi honor","szlavón bán","nemesi","","bosnyák király","bárói","Corvin János","nagykemléki urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"VD2","117","VD","Varasd m.","Nagytabor","királyi","királyi honor","zagoriai ispán","bárói","Cillei Frigyes és Ulrik","","bárói","Corvin János","nagytabori urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BDG30","40.5","BDG","Bodrog m.","Baja","nemesi","","Bajai","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR118","38.7","BAR","Baranya m.","Émen","nemesi","Bár-Kalán","Émeni","vegyes","","","nemesi","","","nemesi > vegyes","vegyes > nemesi","nemesi > nemesi","21","40","28"
"FH39","22.1","FH","Fehér m.","Wolldorf","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BDG53","33.3","BDG","Bodrog m.","Mátyusháza","nemesi","","Töttös","bárói","Töttös László","","nemesi","","Várdai","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"BDG43","33.5","BDG","Bodrog m.","Kakucs","egyházi","székeskáptalan","kalocsai káptalan","egyházi","székeskáptalan","kalocsai káptalan","egyházi","székeskáptalan","kalocsai káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"FH12","169.1","FH","Fehér m.","","","","","","","","nemesi","","","  >","  > nemesi","  > nemesi","1","6","6"
"CSD58","37","CSD","Csanád m.","Béb","nemesi","Csanád","Tömpösi","nemesi","","Tömpösi","nemesi","","Tömpösi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BDG52","55.3","BDG","Bodrog m.","Büked","egyházi","ciszterciek","cikádori apát","egyházi","ciszterciek","cikádori apát","egyházi","társaskáptalan","budavári prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KÖ27","19.2","KÖ","Korös m.","Apatovc","egyházi","premontreiek","türjei prépost","egyházi","premontreiek","türjei prépost","egyházi","premontreiek","türjei prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD28","15.4","CSD","Csanád m.","Szemlek","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VD9","91.8","VD","Varasd m.","Oszterc","királyi","királyi honor","zagoriai ispán","bárói","Cillei Frigyes és Ulrik","","bárói","Corvin János","oszterci urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BDG32","29.7","BDG","Bodrog m.","Bál","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD36","45.9","AD","Arad m.","Fellak","nemesi","Dorozsma","Botos","nemesi","","Botos András","bárói","Jaksics István","nagylaki urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"BAR8","2.5","BAR","Baranya m.","Csebény","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VD10","54.9","VD","Varasd m.","Belec","királyi","királyi honor","zagoriai ispán","bárói","Cillei Frigyes és Ulrik","","nemesi","","Turóci Bernát (ludbregi)","királyi > bárói","bárói > nemesi","királyi > nemesi","11","13","21"
"AD43","27","AD","Arad m.","Novák","nemesi","Hermán","Lackfi","egyházi","társaskáptalan","aradi káptalan","egyházi","társaskáptalan","aradi káptalan","nemesi > egyházi","egyházi > egyházi","nemesi > egyházi","18","18","25"
"CSG36","111.5","CSG","Csongrád m.","Horgos","","","","","","","","ismeretlen birtokos","","  >","  >","  >","1","1","1"
"SM78","27.6","SM","Somogy m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD51","191.5","AD","Arad m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZF2","192.5","SZF","Szászföld","Alvinc","királyi","királyi honor","székely ispán","királyi","szászok","","királyi","Szászföld","Alvinc szék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"CSD39","58.5","CSD","Csanád m.","Csanád","egyházi","székeskáptalan","csanádi","egyházi","székeskáptalan","csanádi káptalan","egyházi","székeskáptalan","csanádi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD41","42.6","AD","Arad m.","Zádorlaka","nemesi","Ákos","Illyei-ág","nemesi","","Illyei és Folti","nemesi","","Dóczy (nagylucsei)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSD44","60.9","CSD","Csanád m.","Kisszentpéter","egyházi","püspök","csanádi","egyházi","püspök","csanádi püspök","egyházi","püspök","csanádi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD14","17.2","AD","Arad m.","Bizere","egyházi","bencések","bizerei apát","egyházi","bencések","bizerei apát","egyházi","bencések","bizerei apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD43","76.4","CSD","Csanád m.","Székelyszeg","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZD42","17.7","ZD","Zaránd m.","Felsolunkoj","királyi","királyi honor","világosvári urad.","nemesi","","","nemesi","","","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"CSD40","48.1","CSD","Csanád m.","Egres","egyházi","ciszterciek","egresi apát","egyházi","ciszterciek","egresi apát","egyházi","püspök","csanádi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR2","242.1","BAR","Baranya m.","Pécs","egyházi","püspök","pécsi","egyházi","püspök","pécsi püspök","egyházi","püspök","pécsi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR7","7","BAR","Baranya m.","Kéthelyszentmárton","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM90","36.8","SM","Somogy m.","Görgeteg","egyházi","püspök","veszprémi","egyházi","püspök","veszprémi püspök","egyházi","püspök","veszprémi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SZF20","1135.6","SZF","Szászföld","Brassó","királyi","szászok","","királyi","szászok","","királyi","Szászföld","Brassóvidék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"BAR13","4.9","BAR","Baranya m.","Almamellék","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR12","17","BAR","Baranya m.","Szentegyed","nemesi","","Rupolújvári","nemesi","","Antimus","nemesi","","Török Imre (enyingi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM208","7.8","SM","Somogy m.","Gyöngyös","nemesi","Héder","Tamási","bárói","Tamási László és Henrik","","nemesi","","hedrehelyi urad.","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"HD3","173.2","HD","Hunyad m.","Barancska","nemesi","","Barancskai","nemesi","","Barancskai","nemesi","","Barancskai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ29","20.5","KÖ","Korös m.","Palota","nemesi","","Surdis","bárói","Maróti László","","bárói","Bánfi Miklós (alsólendvai)","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"AD37","33.3","AD","Arad m.","Szodi","nemesi","Bár-Kalán","Pósafi","nemesi","","Pósafi István","nemesi","","Ország Lorinc","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD5","16.1","AD","Arad m.","Pálülése","királyi","királyi honor","erdélyi vajda","bárói","Maróti László","","bárói","Corvin János","solymosi urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"HD60","10","HD","Hunyad m.","Valisora","királyi","királyi honor","erdélyi vajda","nemesi","","Hunyadi János","bárói","Corvin János","hunyadi urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"KÖ129","78.1","KÖ","Korös m.","Mucsna","királyi","királyi honor","szlavón bán","bárói","Cillei Frigyes és Ulrik","","bárói","Ernuszt János","szentgyörgyi pléb.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"SM230","5.5","SM","Somogy m.","Kunfalva","nemesi","Ákos","Mikcsfi","bárói","Marcali Imre és György","","bárói","Bátori György","babócsai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"BDG29","48.4","BDG","Bodrog m.","Szeremle","egyházi","bencések","bátai apát","egyházi","bencések","bátai apát","egyházi","bencések","bátai apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD57","156","CSD","Csanád m.","Keresztúr","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BDG63","84.1","BDG","Bodrog m.","Hagymásegyház","","","","","","","","ismeretlen birtokos","","  >","  >","  >","1","1","1"
"BAR6","7.8","BAR","Baranya m.","Liki","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD39","53.3","AD","Arad m.","Zábrány","nemesi","Bár-Kalán","Pósafi","nemesi","","Pósafi István","nemesi","","Ország Lorinc","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD14","70","HD","Hunyad m.","Bulbuk","nemesi","","Rápolti","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BDG47","46","BDG","Bodrog m.","Szentgyörgy","nemesi","","Töttös","bárói","Töttös László","","nemesi","","Várdai","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"AD30","221.5","AD","Arad m.","Eperjes","nemesi","","Iregdi Patócs","nemesi","","Patócsi","nemesi","","Patócsi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM84","30.8","SM","Somogy m.","Patosfalva","nemesi","Gyor","Dombói","nemesi","","Dombai","nemesi","","Dombai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSD59","48.9","CSD","Csanád m.","Papkeresztúr","egyházi","társaskáptalan","csanádi","egyházi","társaskáptalan","csanádi társaskáptalan","egyházi","társaskáptalan","csanádi társaskáptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KÖ32","26.9","KÖ","Korös m.","Kiskemlék","királyi","királyi honor","szlavón bán","nemesi","","bosnyák király","nemesi","","Szentszávai (Balsa)","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"AD38","14.4","AD","Arad m.","Kútfo","","","","","","","","ismeretlen birtokos","","  >","  >","  >","1","1","1"
"FH45","134.8","FH","Fehér m.","Hídvég","nemesi","","Mikó","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM85","28.4","SM","Somogy m.","Lad","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR182","13.4","BAR","Baranya m.","Orvos","egyházi","ciszterciek","cikádori apát","egyházi","ciszterciek","cikádori apát","egyházi","társaskáptalan","budavári prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"AD31","512.3","AD","Arad m.","Lippa","királyi","királyi honor","erdélyi vajda","bárói","Hagymás László","","bárói","Corvin János","solymosi urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"KÖ8","16.5","KÖ","Korös m.","Botinovc","","","","egyházi","társaskáptalan","csázmai káptalan","egyházi","társaskáptalan","csázmai káptalan","  > egyházi","egyházi > egyházi","  > egyházi","3","18","3"
"SZF4","354.5","SZF","Szászföld","Szászsebes","királyi","szászok","","királyi","szászok","","királyi","Szászföld","Szászsebes szék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"CSD47","41.9","CSD","Csanád m.","Jára","nemesi","","","nemesi","","","","ismeretlen birtokos","","nemesi > nemesi","nemesi >","nemesi >","20","31","23"
"CSD48","336.8","CSD","Csanád m.","Szentmiklós","egyházi","püspök","csanádi","egyházi","püspök","csanádi püspök","egyházi","püspök","csanádi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SZF6","1373.1","SZF","Szászföld","Nagyszeben","királyi","szászok","","királyi","szászok","","királyi","Szászföld","Szeben szék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"FH13","72.9","FH","Fehér m.","Alamor","nemesi","Kacsics","Geréb","nemesi","","Geréb","bárói","Geréb Péter (vingárti)","","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"BAR120","7.1","BAR","Baranya m.","Fejéregyház","egyházi","bencések","pécsváradi apát","egyházi","bencések","pécsváradi apát","egyházi","bencések","pécsváradi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM240","7.8","SM","Somogy m.","Ági","nemesi","Rátót","","bárói","Marcali Imre","","egyházi","pálosok","toldi","nemesi > bárói","bárói > egyházi","nemesi > egyházi","17","10","25"
"SZF8","328.4","SZF","Szászföld","Újegyház","királyi","szászok","","királyi","szászok","","királyi","Szászföld","Újegyház szék","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"AD45","22","AD","Arad m.","Tófája","","","","bárói","Ország János","","nemesi","","Haraszti","  > bárói","bárói > nemesi","  > nemesi","2","13","6"
"BAR123","156.6","BAR","Baranya m.","Mohács","egyházi","püspök","pécsi","egyházi","püspök","pécsi püspök","egyházi","püspök","pécsi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZD43","17.8","ZD","Zaránd m.","Szelistye","királyi","királyi honor","világosvári urad.","bárói","Brankovics György","","nemesi","","","királyi > bárói","bárói > nemesi","királyi > nemesi","11","13","21"
"BDG28","186.2","BDG","Bodrog m.","Bátmonostor","nemesi","","Töttös","bárói","Töttös László","","nemesi","","Várdai","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"KÖ130","172.7","KÖ","Korös m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSD60","377.4","CSD","Csanád m.","Kanizsamonostor","nemesi","Csanád","Telegdi-Makó","nemesi","","Telegdi és Makó","nemesi","","Makó, Telegdi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR121","9.1","BAR","Baranya m.","Lak","egyházi","székeskáptalan","pécsi","egyházi","székeskáptalan","pécsi káptalan","egyházi","székeskáptalan","pécsi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM115","81.7","SM","Somogy m.","Bélavár","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM77","22.8","SM","Somogy m.","Almamindszent","nemesi","","Rupolújvári","nemesi","","Antimus","nemesi","","Török Imre (enyingi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM214","28.1","SM","Somogy m.","Háromfafalva","nemesi","Péc","Berzencei","nemesi","","Berzencei","nemesi","","Bornemissza János","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM86","42","SM","Somogy m.","Szentgyörgy","nemesi","Rátót","","bárói","Marcali Imre","","bárói","Bátori György","babócsai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"KÖ28","36.6","KÖ","Korös m.","Gragyena","nemesi","","Surdis","bárói","Maróti László","","bárói","Bánfi Miklós (alsólendvai)","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"FH10","55.8","FH","Fehér m.","Spring","nemesi","","Kelneki","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VD5","27.1","VD","Varasd m.","Lovrecsaszela","nemesi","","","nemesi","","","bárói","Corvin János","krapinai urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"CSD29","7.6","CSD","Csanád m.","Salánk","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR119","6.6","BAR","Baranya m.","Citó","egyházi","püspök","pécsi","egyházi","püspök","pécsi püspök","egyházi","püspök","pécsi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR15","41.8","BAR","Baranya m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"CSG31","437.3","CSG","Csongrád m.","Szabadka","királyi","királyné","szegedi urad.","nemesi","","Hunyadi János","bárói","Pongrác Mátyás","szabadkai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"BAR16","6.8","BAR","Baranya m.","Lorántfalva","egyházi","püspök","pécsi","egyházi","püspök","pécsi püspök","egyházi","püspök","pécsi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD56","237.5","CSD","Csanád m.","Nagybesenyo","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FH31","44.9","FH","Fehér m.","Akmár","egyházi","székeskáptalan","erdélyi","egyházi","székeskáptalan","erdélyi káptalan","egyházi","székeskáptalan","erdélyi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BAR14","24.9","BAR","Baranya m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZD44","9.3","ZD","Zaránd m.","Tresztia","királyi","királyi honor","világosvári urad.","bárói","Brankovics György","","bárói","Bátori György","világosvári urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BAR124","48.6","BAR","Baranya m.","Bozsok","nemesi","Hermán","Lackfi","nemesi","","Macedóniai","nemesi","","Macedóniai","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ166","465.8","KÖ","Korös m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FH58","195.6","FH","Fehér m.","Höltövény","királyi","királyi honor","székely ispán","királyi","királyi honor","székely ispán","királyi","királyi honor","erdélyi vajda","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"CSG4","178.6","CSG","Csongrád m.","Vastorok","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi","apácák","óbudai klarisszák","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD41","47.8","CSD","Csanád m.","Harmad","nemesi","","Rupolújvári","nemesi","","Antimus","nemesi","","Székelyszegi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM87","34.2","SM","Somogy m.","Visonta","","","","","","","nemesi","","","  >","  > nemesi","  > nemesi","1","6","6"
"CSD46","39.3","CSD","Csanád m.","Szárafalva","királyi","királyi honor","temesi ispánság","nemesi","","Macedóniai","nemesi","","Macedóniai","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"AD46","12.1","AD","Arad m.","Bodorlaka","nemesi","Bár-Kalán","Pósafi","nemesi","","Pósafi István","nemesi","","Ország Lorinc","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR17","5.1","BAR","Baranya m.","Káptalanfalva","egyházi","székeskáptalan","pécsi","egyházi","székeskáptalan","pécsi káptalan","egyházi","székeskáptalan","pécsi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VD29","12","VD","Varasd m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ14","28.3","KÖ","Korös m.","Kamarca","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR125","28.3","BAR","Baranya m.","Szekcso","nemesi","Héder","Herceg","nemesi","","Herceg","nemesi","","Herceg (szekcsoi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD5","160.3","HD","Hunyad m.","Solymos","királyi","királyi honor","erdélyi vajda","királyi","királyi honor","erdélyi vajda","bárói","Ungor János","solymosi urad","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"KÖ34","5.1","KÖ","Korös m.","Golgonca","egyházi","Szent Sír lovagrend","golgoncai prépost","egyházi","Szent Sír lovagrend","golgoncai prépost","egyházi","Szent Sír lovagrend","golgoncai prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"CSD42","34.2","CSD","Csanád m.","Nagyfalu","nemesi","","Rupolújvári","nemesi","","Antimus","bárói","Jaksics István","nagylaki urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"BAR75","23.1","BAR","Baranya m.","Monyóka","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SM192","6.2","SM","Somogy m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KÖ13","17.9","KÖ","Korös m.","Szentlászló","egyházi","püspök","zágrábi","egyházi","püspök","zágrábi püspök","egyházi","püspök","zágrábi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VD7","101.1","VD","Varasd m.","Gubasevo","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BAR122","14.6","BAR","Baranya m.","Lelesz","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SM88","28.5","SM","Somogy m.","Újlak","királyi","királyné","segesdi urad.","bárói","Marcali Imre és György","","bárói","Bátori György","babócsai urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BAR192","8","BAR","Baranya m.","Zebegény","egyházi","bencések","zebegényi apát","egyházi","bencések","zebegényi apát","nemesi","","","egyházi > egyházi","egyházi > nemesi","egyházi > nemesi","7","21","14"
"VD3","229.8","VD","Varasd m.","Császárvár","királyi","királyi honor","zagoriai ispán","bárói","Cillei Frigyes és Ulrik","","bárói","Baumkircher György","császárvári urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"KÖ140","10.6","KÖ","Korös m.","Koruska","királyi","királyi honor","szlavón bán","nemesi","","bosnyák király","bárói","Corvin János","nagykemléki urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"SM292","6.3","SM","Somogy m.","Hatvan","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD29","97.8","AD","Arad m.","Bulcs","egyházi","bencések","bulcsi apát","egyházi","bencések","bulcsi apát","egyházi","bencések","bulcsi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"FH15","12.9","FH","Fehér m.","Ladamos","nemesi","","Vesszodi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BDG40","18.6","BDG","Bodrog m.","Zsembéc","nemesi","","Töttös","bárói","Töttös László","","nemesi","","Várdai","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"BAR4","16.4","BAR","Baranya m.","Bakonya","nemesi","Hermán","Bakonyai","nemesi","","Bakonyai","nemesi","","Nagylucsei és Váradi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"HD4","64.8","HD","Hunyad m.","Németi","nemesi","Hermán","Pestesi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD55","127.7","AD","Arad m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FH9","37.9","FH","Fehér m.","Kútfalva","nemesi","","Kelneki","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"AD40","32.2","AD","Arad m.","Udvari","","","","","","","bárói","Jaksics István","nagylaki urad.","  >","  > bárói","  > bárói","1","2","2"
